scenario_id,tier,seed,controller,residual_gain,time_s,alpha_rad,q_radps,theta_rad,measured_alpha_rad,measured_q_radps,measured_theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,predicted_residual_q_dot,applied_residual_q_dot,solver_status,solve_time_s,objective_value,solver_failure,pitching_moment_nm,cm,flap_effectiveness,delta_flap_raw_rad,delta_flap_delayed_rad,delta_flap_lagged_rad,delta_flap_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,altitude_m,velocity_mps,mach,density_kgm3,dynamic_pressure_pa,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,corridor_violation
7,stress,10062,residual_horizon_nmpc_gain_0,0.0,0.0,0.09143520589628008,0.0686164851671086,0.11341671052271779,0.09314396275396418,0.06889017043268263,0.11005313117994968,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.028564794103719912,0.06863168780382735,0.03341671052271779,7.153272851670618e-05,0.0,Solve_Succeeded,0.02493883395800367,282467.7902616807,False,3407.188411169842,-0.01776657440899627,0.4015798869488264,0.3500000099948304,0.0,0.0,0.0,0.0,False,False,82000.0,6200.0,21.012104371718653,6.040132628938684e-06,116.0913491282015,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,residual_horizon_nmpc_gain_0,0.0,0.5,0.11441574977697652,0.06868435825467183,0.14774194355823855,0.11424404785680732,0.06928518716432852,0.14325764023287504,0.12002304098079561,-3.0341796874999716e-05,0.07999239868164063,0.0500230409807956,0.19002304098079562,-0.08,0.08,-0.005607291203819087,0.06871470005154683,0.06774954487659793,4.9008631175835246e-05,0.0,not_applicable,0.0,,False,3339.824895458139,-0.04042908755710939,0.40159248685423254,0.3500000099948304,0.3500000099948304,0.21638390346857583,0.09,0.18,False,True,81998.8598022461,6199.7501458924335,21.01125760388222,6.041218729730432e-06,116.10286574943785,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,residual_horizon_nmpc_gain_0,0.0,1.0,0.13503432478593566,0.06875091187692846,0.1821007809932405,0.1399722263401536,0.06889987651271112,0.1786490997154005,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,0.014942589532163375,0.0688114367792722,0.1021311227901155,5.6979685387799e-05,0.0,not_applicable,0.0,,False,3275.1355377439977,-0.062173080953145624,0.40162486243193063,0.3500000099948304,0.3500000099948304,0.2989906859565279,0.18,0.18,False,True,81995.44873046875,6199.108143368448,21.00908182581111,6.044469128585679e-06,116.14127609609248,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,residual_horizon_nmpc_gain_0,0.0,1.5,0.15353635481554778,0.06881619658394696,0.21649257597288057,0.1552326334461894,0.06954662857919229,0.2117453556513671,0.12020543981481481,-9.05175781250045e-05,0.07993187377929688,0.0502054398148148,0.1902054398148148,-0.08,0.08,0.03333091500073297,0.06890671416207196,0.13656070219358368,6.651333651377066e-05,0.0,not_applicable,0.0,,False,3212.785892313292,-0.08309560277347708,0.4016744554206741,0.3500000099948304,0.3500000099948304,0.3305266754808264,0.27,0.18000000000000005,False,True,81989.78106689453,6198.124722339112,21.005748963664374,6.049873693585222e-06,116.20824283187106,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,residual_horizon_nmpc_gain_0,0.0,2.0,0.17014172137126263,0.06888025654797275,0.25091670529740806,0.1695020027358204,0.06864477916132047,0.25446655695319886,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,0.04977820971145468,0.06900057637219151,0.17103756467240805,7.835950169613826e-05,0.0,Solve_Succeeded,0.02609866700368002,365100.6897895785,False,3160.38777428194,-0.10062548317782603,0.4017399997587981,0.35000000997736913,0.3500000099948304,0.3425658640961403,0.3425658640961403,0.1451317281922806,False,False,81981.87109375,6196.824988604601,21.00134410223131,6.057424557251449e-06,116.30448969152923,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,residual_horizon_nmpc_gain_0,0.0,2.5,0.18504745950269536,0.06894328845719175,0.28537260595928265,0.1844529458834922,0.0695034105752609,0.2888494297340659,0.12056530778463648,-0.00014993164062498954,0.07981155395507812,0.05056530778463647,0.19056530778463648,-0.08,0.08,0.06448215171805888,0.06909322009781674,0.20556105200420455,7.934704125791246e-05,0.0,not_applicable,0.0,,False,3140.668292478538,-0.10713250834859092,0.4018206300465545,0.35000000997736913,0.35000000997736913,0.3471619482641347,0.3471619482641347,0.009192168335988793,False,False,81971.73309326172,6195.226102903411,20.995925400097143,6.067116078316283e-06,116.43046467575843,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,residual_horizon_nmpc_gain_0,0.0,3.0,0.19843028271126684,0.06900594379054133,0.3198599269724146,0.19807306908731456,0.06793526512278027,0.31665688998777675,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.07762009752608165,0.06918529681788507,0.2401307179880396,8.148462556173408e-05,0.0,not_applicable,0.0,,False,3123.8815534685673,-0.11261356263902583,0.40191568368588926,0.35000000997736913,0.35000000997736913,0.3489165507048702,0.3489165507048702,0.0035092048814709953,False,False,81959.38134765625,6193.341204448907,20.98953738670099,6.078944807539934e-06,116.58648757581439,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,True
7,stress,10062,residual_horizon_nmpc_gain_0,0.0,3.5,0.21044866207975185,0.06906827933052723,0.35437849439788993,0.20861832245381753,0.06860766041536992,0.354550524388434,0.12109750085733882,-0.00020858398437501036,0.07963220092773438,0.051097500857338815,0.19109750085733884,-0.08,0.08,0.08935116122241303,0.06927686331490224,0.27474629347015556,8.349316199802656e-05,0.0,not_applicable,0.0,,False,3109.0419477265386,-0.11739797856667056,0.40202462079258067,0.35000000997736913,0.35000000997736913,0.3495863882475491,0.3495863882475491,0.0013396750853578165,False,False,81944.83013916016,6191.180999058791,20.98221634458463,6.092909457438382e-06,116.77280978901761,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,True
7,stress,10062,residual_horizon_nmpc_gain_0,0.0,4.0,0.22124458360014868,0.06913033234715726,0.3889281577935621,0.22156420833282706,0.06903671369867144,0.3929905951173803,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.09981797180316651,0.069367956858876,0.3094075327935621,8.594585509471512e-05,0.0,Solve_Succeeded,0.023478708986658603,473823.1104812456,False,3095.6761568075617,-0.12164318539516386,0.40214698367832524,0.35000000998493447,0.35000000997736913,0.34984210562441204,0.34984210562441204,0.0005114347537258368,False,False,81928.09375,6188.754562618874,20.973993032370615,6.109010875788256e-06,116.98964460954748,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,True
7,stress,10062,residual_horizon_nmpc_gain_0,0.0,4.5,0.2309452585830624,0.06919213082227771,0.42350878301564815,0.2295918751228866,0.06858142284386436,0.4211741639653973,0.121796875,-0.00026647460937499756,0.07939457641601563,0.05179687499999999,0.191796875,-0.08,0.08,0.10914838358306239,0.0694586054316527,0.34411420659963254,8.783375057892784e-05,0.0,not_applicable,0.0,,False,3083.516955419254,-0.12543769174660463,0.40228237351219553,0.35000000998493447,0.35000000998493447,0.349939728369923,0.349939728369923,0.00019524549102190036,False,False,81909.18646240234,6186.0698038826085,20.964894253212666,6.127252022788831e-06,117.23718467724717,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,True
